serviceid,providerid,gen_microcell,latitude,longitude,timestamp,speed,latency,bandwidth,coverage,reliability,security,origin,true_label,true_label_spa,true_label_bma
100661,P1000511,M129,-33.9279519,151.1552776,2023-08-27,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100666,P1000288,M104,-33.864532,151.207611,2024-03-03,4.57,4.56,4.46,4.89,4.91,4.9,G,C,C,C
100667,P1000273,M104,-33.864532,151.207611,2023-10-09,5.0,5.0,5.0,5.0,5.0,4.86,G,C,C,C
100670,P1000049,M103,-33.82763,151.08623,2024-02-22,3.75,3.75,4.0,3.75,4.5,4.0,G,C,C,C
100673,P1000434,M104,-33.864532,151.207611,2024-03-13,4.93,4.79,4.93,4.86,4.86,4.86,G,C,C,C
100675,P1000352,M116,-33.79716,151.06479,2024-01-06,5.0,4.5,4.5,5.0,5.0,5.0,G,C,C,C
100677,P1000520,M102,-33.89055,151.27523,2024-01-01,4.61,4.67,4.53,4.82,4.84,4.93,G,C,C,C
100680,P1000523,M104,-33.864532,151.207611,2024-03-14,4.33,4.33,4.5,4.83,5.0,4.67,G,C,C,C
100685,P1000196,M113,-33.8017879,151.1765299,2020-03-06,4.33,4.33,4.0,4.67,5.0,4.67,G,C,C,C
100687,P1000529,M104,-33.864532,151.207611,2024-03-05,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100688,P1000530,M102,-33.89055,151.27523,2024-03-05,4.9,4.8,4.9,4.7,4.4,5.0,G,C,C,C
100690,P1000085,M130,-33.8513269,151.0609753,2024-03-03,4.8,4.4,4.73,4.93,4.93,4.93,G,C,C,C
100694,P1000048,M108,-33.649899388892656,151.2796016585502,2019-10-07,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100696,P1000273,M103,-33.82763,151.08623,2023-10-07,4.8,4.67,4.87,4.87,5.0,4.87,G,C,C,C
100698,P1000351,M104,-33.864532,151.207611,2024-01-09,5.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
100700,P1000390,M125,-33.80662,151.15517,2023-11-26,4.79,4.71,5.0,4.64,4.93,5.0,G,C,C,C
100703,P1000540,M118,-33.716291,151.1083268,2023-07-22,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100706,P1000065,M122,-33.72719,151.00848,2024-03-06,4.43,4.3,4.65,4.52,4.74,4.91,G,C,C,C
100707,P1000048,M108,-33.649899388892656,151.2796016585502,2024-02-26,4.29,4.06,4.29,4.88,4.76,4.71,G,C,C,C
100710,P1000048,M108,-33.649899388892656,151.2796016585502,2023-12-29,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
100711,P1000545,M127,-33.8909571,151.1195413,2023-12-09,4.88,4.75,4.75,5.0,5.0,5.0,G,C,C,C
100727,P1000560,M115,-33.75122,151.25772,2024-01-18,5.0,5.0,4.67,5.0,4.33,4.67,G,C,C,C
100730,P1000562,M112,-34.0380304,151.1166316,2024-02-13,4.43,4.14,4.0,4.57,4.86,4.29,G,C,C,C
100732,P1000564,M115,-33.75122,151.25772,2023-11-02,4.94,4.91,4.94,4.88,5.0,4.88,G,C,C,C
100737,P1000567,M130,-33.8513269,151.0609753,2024-02-24,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100739,P1000569,M128,-33.78071975708008,151.11386108398438,2024-03-14,4.48,4.39,4.73,4.39,4.7,4.76,G,C,C,C
100744,P1000573,M110,-33.828972923308115,151.2163312332427,2024-03-04,4.78,4.73,4.83,4.85,4.98,4.93,G,C,C,C
100745,P1000077,M123,-33.6860173,150.8958334,2024-02-24,4.56,4.56,4.67,4.89,4.89,4.56,G,C,C,C
100746,P1000016,M138,-33.80839,150.98594,2024-02-04,5.0,4.67,5.0,5.0,5.0,5.0,G,C,C,C
100747,P1000095,M108,-33.649899388892656,151.2796016585502,2024-03-06,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100751,P1000576,M130,-33.8513269,151.0609753,2024-03-09,4.96,4.96,5.0,4.79,5.0,4.92,G,C,C,C
100752,P1000577,M136,-33.86999,151.08825,2024-03-05,4.75,4.75,4.58,4.83,4.83,4.83,G,C,C,C
100754,P1000579,M123,-33.6860173,150.8958334,2024-03-07,4.89,4.83,4.94,4.89,4.89,4.83,G,C,C,C
100755,P1000391,M117,-33.94207,151.22432,2024-03-12,4.83,4.67,4.82,4.8,4.91,4.91,G,C,C,C
100756,P1000073,M107,-33.75470594557184,151.1497291880052,2024-03-03,3.67,3.0,3.67,4.33,5.0,3.0,G,C,C,C
100758,P1000580,M129,-33.9279519,151.1552776,2024-03-16,4.8,4.75,4.75,4.75,5.0,4.5,G,C,C,C
100760,P1000424,M110,-33.828972923308115,151.2163312332427,2024-02-14,4.81,4.72,4.79,4.84,4.87,4.93,G,C,C,C
100761,P1000016,M125,-33.80662,151.15517,2023-09-14,4.69,4.62,4.62,4.85,4.85,4.92,G,C,C,C
100766,P1000017,M102,-33.89055,151.27523,2023-07-20,4.7,4.55,4.8,4.9,4.85,5.0,G,C,C,C
100773,P1000592,M104,-33.864532,151.207611,2024-01-05,5.0,4.67,5.0,5.0,5.0,5.0,G,C,C,C
100774,P1000593,M104,-33.864532,151.207611,2024-01-31,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100776,P1000076,M104,-33.864532,151.207611,2024-02-29,4.11,4.06,4.56,3.39,4.28,4.94,G,C,C,C
100777,P1000595,M131,-33.8388,151.23511,2024-01-30,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100778,P1000596,M102,-33.89055,151.27523,2023-07-15,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100781,P1000503,M102,-33.89055,151.27523,2024-03-03,4.33,4.0,4.0,4.67,4.67,5.0,G,C,C,C
100782,P1000105,M104,-33.864532,151.207611,2024-01-21,5.0,5.0,5.0,4.67,5.0,5.0,G,C,C,C
100783,P1000599,M105,-33.79585,151.28527,2024-03-05,4.8,4.66,4.9,4.93,4.9,4.93,G,C,C,C
100786,P1000601,M109,-33.92552,151.25489,2024-01-01,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100787,P1000602,M105,-33.79585,151.28527,2024-01-01,5.0,5.0,5.0,4.8,5.0,5.0,G,C,C,C
100788,P1000603,M104,-33.864532,151.207611,2024-02-25,5.0,4.5,5.0,4.5,5.0,5.0,G,C,C,C
100791,P1000076,M102,-33.89055,151.27523,2024-02-17,4.68,4.32,4.95,4.95,4.84,4.74,G,C,C,C
100794,P1000469,M104,-33.864532,151.207611,2024-03-05,5.0,4.61,4.94,4.94,4.94,4.94,G,C,C,C
100795,P1000608,M104,-33.864532,151.207611,2024-02-22,4.4,4.4,4.8,3.8,4.6,5.0,G,C,C,C
100798,P1000048,M105,-33.79585,151.28527,2023-04-21,4.5,4.5,3.5,5.0,5.0,5.0,G,C,C,C
100803,P1000016,M103,-33.82763,151.08623,2024-02-25,4.7,4.8,4.9,4.9,5.0,4.7,G,C,C,C
100805,P1000615,M116,-33.79716,151.06479,2024-01-05,2.0,3.0,3.0,4.0,3.0,3.0,G,C,C,C
100822,P1000630,M138,-33.80839,150.98594,2024-03-09,4.93,4.9,4.8,4.83,5.0,4.77,G,C,C,C
100824,P1000545,M127,-33.8909571,151.1195413,2024-03-03,4.71,4.33,4.83,4.79,5.0,4.79,G,C,C,C
100828,P1000633,M104,-33.864532,151.207611,2024-01-04,4.79,4.6,4.65,4.77,4.94,4.79,G,C,C,C
100829,P1000592,M104,-33.864532,151.207611,2024-01-31,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100830,P1000634,M114,-33.91571,151.17268,2024-02-17,3.0,3.0,3.33,4.33,4.0,4.0,G,C,C,C
100833,P1000288,M102,-33.89055,151.27523,2024-02-28,4.41,4.32,4.27,4.5,4.73,4.91,G,C,C,C
100836,P1000638,M110,-33.828972923308115,151.2163312332427,2024-03-05,4.8,4.72,4.79,4.82,4.88,5.0,G,C,C,C
100837,P1000076,M104,-33.864532,151.207611,2024-01-01,4.83,5.0,4.83,4.83,4.67,4.67,G,C,C,C
100838,P1000076,M104,-33.864532,151.207611,2021-05-04,5.0,5.0,5.0,4.0,5.0,5.0,G,C,C,C
100845,P1000193,M102,-33.89055,151.27523,2024-03-01,5.0,4.82,4.82,5.0,5.0,4.94,G,C,C,C
100848,P1000647,M113,-33.8017879,151.1765299,2024-02-20,4.4,4.2,4.2,4.8,4.6,4.4,G,C,C,C
100861,P1000659,M122,-33.72719,151.00848,2024-02-24,4.0,4.0,3.5,3.0,4.5,4.5,G,C,C,C
100862,P1000660,M121,-34.06962515485486,150.78094538396644,2024-02-29,4.56,4.56,4.44,4.89,4.56,4.56,G,C,C,C
100863,P1000545,M127,-33.8909571,151.1195413,2024-02-24,4.57,4.38,4.67,4.76,4.81,4.52,G,C,C,C
100865,P1000662,M135,-33.87585,151.10469,2024-03-02,4.0,3.0,3.0,4.0,4.0,4.0,G,C,C,C
100873,P1000469,M139,-33.83563,151.14687,2023-02-03,4.0,4.0,4.0,5.0,5.0,4.0,G,C,C,C
100881,P1000048,M108,-33.649899388892656,151.2796016585502,2024-03-09,5.0,4.75,5.0,5.0,5.0,5.0,G,C,C,C
100883,P1000523,M104,-33.864532,151.207611,2024-02-22,4.0,4.0,4.5,4.0,4.25,4.5,G,C,C,C
100892,P1000523,M104,-33.864532,151.207611,2024-02-16,4.0,4.0,4.0,5.0,4.0,5.0,G,C,C,C
100899,P1000684,M104,-33.864532,151.207611,2024-03-09,4.68,4.58,4.62,4.79,4.85,4.85,G,C,C,C
100901,P1000095,M104,-33.864532,151.207611,2024-02-11,5.0,4.67,5.0,4.67,5.0,5.0,G,C,C,C
100904,P1000633,M104,-33.864532,151.207611,2024-03-16,4.4,4.3,4.3,4.9,4.9,4.3,G,C,C,C
100907,P1000523,M104,-33.864532,151.207611,2024-02-27,4.25,4.25,4.0,4.75,4.75,4.75,G,C,C,C
100908,P1000077,M137,-33.88098835077109,151.16864655312318,2024-03-05,4.46,4.46,4.85,4.77,4.62,4.62,G,C,C,C
100909,P1000690,M104,-33.864532,151.207611,2024-03-04,4.87,4.78,4.86,4.9,4.95,4.91,G,C,C,C
100910,P1000193,M102,-33.89055,151.27523,2024-03-13,4.84,4.58,4.84,4.84,4.89,4.74,G,C,C,C
100917,P1000288,M102,-33.89055,151.27523,2024-02-26,4.8,4.69,4.7,4.76,4.91,4.99,G,C,C,C
100922,P1000700,M104,-33.864532,151.207611,2024-03-08,4.69,4.53,4.45,4.84,4.86,4.9,G,C,C,C
100923,P1000701,M104,-33.864532,151.207611,2024-03-03,4.86,4.86,5.0,5.0,5.0,4.86,G,C,C,C
100933,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-24,4.0,4.0,3.33,4.67,4.33,4.67,G,C,C,C
100936,P1000713,M104,-33.864532,151.207611,2023-12-24,4.3,4.0,3.8,4.1,4.0,4.6,G,C,C,C
100939,P1000599,M105,-33.79585,151.28527,2024-02-24,4.5,4.33,5.0,5.0,5.0,5.0,G,C,C,C
100940,P1000002,M104,-33.864532,151.207611,2024-03-14,4.24,4.27,4.31,4.68,4.42,4.79,G,C,C,C
100942,P1000328,M104,-33.864532,151.207611,2024-03-02,4.69,4.6,4.7,4.58,4.72,4.74,G,C,C,C
100944,P1000074,M114,-33.91571,151.17268,2024-02-09,4.6,3.8,4.8,4.2,4.0,4.8,G,C,C,C
100946,P1000718,M114,-33.91571,151.17268,2024-03-15,4.84,4.74,4.95,4.97,4.94,4.95,G,C,C,C
100947,P1000719,M104,-33.864532,151.207611,2023-08-30,4.43,4.4,4.43,4.5,4.67,4.8,G,C,C,C
100950,P1000273,M128,-33.78071975708008,151.11386108398438,2023-07-05,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
100956,P1000638,M110,-33.828972923308115,151.2163312332427,2024-03-04,4.68,4.55,4.73,4.73,4.88,5.0,G,C,C,C
100959,P1000523,M104,-33.864532,151.207611,2023-12-19,3.75,3.75,4.0,4.25,4.0,5.0,G,C,C,C
100962,P1000731,M104,-33.864532,151.207611,2024-03-12,4.52,4.44,4.66,4.76,4.82,4.65,G,C,C,C
100963,P1000732,M104,-33.864532,151.207611,2023-08-06,5.0,4.5,5.0,5.0,5.0,5.0,G,C,C,C
100967,P1000735,M102,-33.89055,151.27523,2024-03-09,5.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
100969,P1000732,M104,-33.864532,151.207611,2024-03-03,4.46,4.58,4.75,4.92,4.92,4.67,G,C,C,C
100971,P1000735,M102,-33.89055,151.27523,2024-03-07,4.79,4.67,4.85,4.89,4.87,4.98,G,C,C,C
100973,P1000074,M110,-33.828972923308115,151.2163312332427,2024-01-04,4.55,4.18,4.36,3.27,4.64,5.0,G,C,C,C
100976,P1000741,M104,-33.864532,151.207611,2024-02-28,4.77,4.85,4.92,4.92,4.85,4.77,G,C,C,C
100977,P1000288,M114,-33.91571,151.17268,2024-02-28,4.51,4.49,4.51,4.89,4.82,4.73,G,C,C,C
100979,P1000599,M105,-33.79585,151.28527,2024-03-03,4.88,4.61,4.83,4.83,4.98,4.93,G,C,C,C
100980,P1000469,M104,-33.864532,151.207611,2024-03-04,4.82,4.53,4.82,4.82,4.82,4.88,G,C,C,C
100981,P1000002,M105,-33.79585,151.28527,2024-01-26,4.67,4.25,4.5,4.75,4.67,4.83,G,C,C,C
100987,P1000747,M104,-33.864532,151.207611,2024-03-03,4.36,4.6,4.6,4.4,4.6,4.6,G,C,C,C
100988,P1000573,M104,-33.864532,151.207611,2024-02-10,4.66,4.6,4.64,4.89,4.9,4.94,G,C,C,C
100989,P1000735,M102,-33.89055,151.27523,2023-12-11,4.96,4.83,4.88,4.88,5.0,5.0,G,C,C,C
100992,P1000750,M104,-33.864532,151.207611,2024-03-03,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
100994,P1000638,M110,-33.828972923308115,151.2163312332427,2024-02-29,4.81,4.71,4.65,4.94,4.97,4.97,G,C,C,C
100995,P1000243,M104,-33.864532,151.207611,2024-03-14,4.84,4.81,4.81,4.96,4.96,4.96,G,C,C,C
100996,P1000545,M102,-33.89055,151.27523,2024-03-10,4.73,4.67,4.62,4.81,4.86,4.9,G,C,C,C
101002,P1000055,M119,-33.88101,151.22511,2024-02-25,4.7,4.39,4.65,4.78,4.87,4.7,G,C,C,C
101003,P1000757,M114,-33.91571,151.17268,2024-01-08,4.8,4.8,4.6,4.6,5.0,5.0,G,C,C,C
101004,P1000713,M104,-33.864532,151.207611,2024-01-28,4.75,4.5,4.75,4.5,4.25,5.0,G,C,C,C
101007,P1000760,M102,-33.89055,151.27523,2024-03-04,5.0,4.67,4.33,5.0,5.0,5.0,G,C,C,C
101010,P1000367,M102,-33.89055,151.27523,2024-02-24,4.77,4.23,4.85,4.69,5.0,4.77,G,C,C,C
101012,P1000763,M109,-33.92552,151.25489,2024-02-26,4.89,4.56,5.0,4.67,4.78,4.89,G,C,C,C
101019,P1000113,M104,-33.864532,151.207611,2024-02-06,5.0,5.0,5.0,5.0,4.67,5.0,G,C,C,C
101020,P1000503,M102,-33.89055,151.27523,2024-01-07,4.67,4.67,4.67,5.0,5.0,5.0,G,C,C,C
101021,P1000770,M137,-33.88098835077109,151.16864655312318,2024-02-26,4.97,4.86,4.94,4.97,4.97,4.89,G,C,C,C
101030,P1000076,M115,-33.75122,151.25772,2024-01-23,4.75,5.0,4.5,5.0,4.5,4.75,G,C,C,C
101032,P1000690,M102,-33.89055,151.27523,2024-03-10,4.9,4.9,5.0,5.0,5.0,5.0,G,C,C,C
101035,P1000016,M103,-33.82763,151.08623,2024-02-18,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101037,P1000002,M114,-33.91571,151.17268,2024-01-06,4.37,4.37,4.37,4.63,4.58,4.79,G,C,C,C
101038,P1000783,M111,-33.88391217035607,150.92970127242728,2024-02-19,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101039,P1000074,M104,-33.864532,151.207611,2023-07-31,1.0,1.0,1.0,4.0,1.0,4.0,G,C,C,C
101043,P1000545,M102,-33.89055,151.27523,2024-03-01,4.87,4.78,4.87,4.87,4.91,4.91,G,C,C,C
101047,P1000790,M120,-33.94157370178417,150.79405669122934,2024-02-13,4.87,4.89,4.92,4.88,4.97,4.59,G,C,C,C
101053,P1000545,M102,-33.89055,151.27523,2024-03-11,4.77,4.81,4.77,4.88,4.85,4.88,G,C,C,C
101057,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-29,3.0,3.25,3.75,3.75,3.5,4.5,G,C,C,C
101061,P1000002,M137,-33.88098835077109,151.16864655312318,2024-03-09,4.79,4.63,4.73,4.87,4.79,4.94,G,C,C,C
101062,P1000801,M102,-33.89055,151.27523,2024-03-12,4.59,4.63,4.35,4.95,4.97,4.98,G,C,C,C
101063,P1000332,M107,-33.75470594557184,151.1497291880052,2023-10-08,4.5,5.0,4.0,4.5,4.5,5.0,G,C,C,C
101067,P1000464,M130,-33.8513269,151.0609753,2021-01-02,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101072,P1000002,M114,-33.91571,151.17268,2024-02-10,4.79,4.71,4.86,4.93,4.82,4.71,G,C,C,C
101075,P1000763,M109,-33.92552,151.25489,2024-02-27,5.0,4.5,4.92,4.67,4.92,4.83,G,C,C,C
101077,P1000073,M104,-33.864532,151.207611,2024-02-17,4.44,4.44,4.41,4.76,4.59,4.89,G,C,C,C
101078,P1000812,M102,-33.89055,151.27523,2024-03-03,4.38,4.29,3.86,4.86,4.86,4.86,G,C,C,C
101079,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-17,5.0,4.0,4.0,5.0,3.0,5.0,G,C,C,C
101081,P1000633,M104,-33.864532,151.207611,2024-03-02,4.88,4.72,4.68,4.88,4.96,4.92,G,C,C,C
101083,P1000790,M120,-33.94157370178417,150.79405669122934,2024-03-08,4.93,4.94,4.96,4.89,4.94,4.65,G,C,C,C
101084,P1000815,M124,-34.01325,150.76437,2024-01-27,4.88,4.88,4.63,5.0,4.88,4.88,G,C,C,C
101090,P1000821,M102,-33.89055,151.27523,2024-02-29,4.62,4.38,4.65,4.74,4.88,4.94,G,C,C,C
101091,P1000002,M110,-33.828972923308115,151.2163312332427,2023-12-29,4.5,5.0,4.5,3.5,4.5,5.0,G,C,C,C
101093,P1000823,M107,-33.75470594557184,151.1497291880052,2024-02-25,4.66,4.69,4.45,4.9,4.97,4.86,G,C,C,C
101094,P1000824,M121,-34.06962515485486,150.78094538396644,2021-08-07,4.89,4.5,4.89,5.0,4.94,4.78,G,C,C,C
101097,P1000633,M104,-33.864532,151.207611,2024-01-28,4.65,4.45,4.58,4.84,4.74,4.9,G,C,C,C
101101,P1000830,M124,-34.01325,150.76437,2024-03-01,5.0,4.5,5.0,5.0,5.0,4.5,G,C,C,C
101102,P1000831,M125,-33.80662,151.15517,2024-03-11,4.86,5.0,4.86,4.57,5.0,5.0,G,C,C,C
101108,P1000002,M137,-33.88098835077109,151.16864655312318,2024-02-24,4.6,4.45,4.12,4.93,4.43,4.93,G,C,C,C
101109,P1000837,M123,-33.6860173,150.8958334,2024-02-26,3.0,3.5,3.5,5.0,3.5,5.0,G,C,C,C
101114,P1000841,M116,-33.79716,151.06479,2023-12-26,4.53,4.51,4.51,4.79,4.81,4.81,G,C,C,C
101120,P1000569,M135,-33.87585,151.10469,2024-02-28,4.75,4.5,4.58,4.92,4.75,4.83,G,C,C,C
101121,P1000501,M102,-33.89055,151.27523,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101122,P1000847,M103,-33.82763,151.08623,2024-03-10,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
101124,P1000085,M130,-33.8513269,151.0609753,2024-03-08,5.0,5.0,5.0,5.0,5.0,4.75,G,C,C,C
101131,P1000855,M132,-33.95896,151.02309,2024-03-03,4.64,4.57,4.54,4.82,4.91,4.64,G,C,C,C
101132,P1000501,M112,-34.0380304,151.1166316,2023-12-21,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101133,P1000074,M110,-33.828972923308115,151.2163312332427,2023-10-15,4.43,4.21,4.5,4.43,4.29,4.79,G,C,C,C
101134,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-29,5.0,4.75,4.75,5.0,5.0,4.75,G,C,C,C
101135,P1000074,M110,-33.828972923308115,151.2163312332427,2024-02-09,3.33,4.0,3.5,4.0,3.67,4.5,G,C,C,C
101136,P1000002,M104,-33.864532,151.207611,2024-03-02,4.44,4.19,4.64,4.83,4.61,4.83,G,C,C,C
101137,P1000856,M102,-33.89055,151.27523,2024-01-19,4.75,4.88,4.38,5.0,5.0,4.94,G,C,C,C
101139,P1000002,M104,-33.864532,151.207611,2024-01-22,4.26,3.74,4.61,4.48,4.17,4.65,G,C,C,C
101141,P1000074,M105,-33.79585,151.28527,2023-12-13,4.27,4.1,3.83,4.13,4.63,4.9,G,C,C,C
101147,P1000074,M113,-33.8017879,151.1765299,2024-01-30,4.0,4.08,4.0,3.38,3.62,4.62,G,C,C,C
101155,P1000002,M108,-33.649899388892656,151.2796016585502,2024-02-28,4.52,4.27,4.3,4.67,4.0,4.97,G,C,C,C
101160,P1000048,M115,-33.75122,151.25772,2024-01-04,5.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
101163,P1000049,M117,-33.94207,151.22432,2024-02-27,4.6,4.4,4.8,4.4,4.0,4.4,G,C,C,C
101170,P1000440,M125,-33.80662,151.15517,2024-02-22,4.64,4.5,4.56,4.86,4.72,4.64,G,C,C,C
101171,P1000503,M102,-33.89055,151.27523,2024-03-09,4.88,4.75,4.38,5.0,5.0,5.0,G,C,C,C
101173,P1000701,M104,-33.864532,151.207611,2024-03-04,4.2,4.2,3.7,4.6,4.7,4.9,G,C,C,C
101175,P1000074,M110,-33.828972923308115,151.2163312332427,2023-12-31,4.17,3.83,4.33,4.33,4.0,4.83,G,C,C,C
101179,P1000701,M104,-33.864532,151.207611,2024-02-28,4.61,4.39,4.56,4.78,4.94,4.78,G,C,C,C
101183,P1000595,M113,-33.8017879,151.1765299,2024-01-12,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101184,P1000002,M104,-33.864532,151.207611,2023-08-22,4.58,4.33,4.0,3.75,4.75,5.0,G,C,C,C
101187,P1000890,M136,-33.86999,151.08825,2024-02-26,4.71,4.64,4.79,4.64,4.86,4.71,G,C,C,C
101189,P1000892,M128,-33.78071975708008,151.11386108398438,2024-02-26,4.5,4.5,4.75,5.0,4.75,4.75,G,C,C,C
101190,P1000560,M129,-33.9279519,151.1552776,2023-12-27,4.57,4.57,5.0,5.0,5.0,5.0,G,C,C,C
101191,P1000074,M110,-33.828972923308115,151.2163312332427,2024-01-01,4.33,4.0,4.67,4.33,4.67,5.0,G,C,C,C
101194,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-21,4.0,4.0,3.5,4.0,4.0,4.0,G,C,C,C
101195,P1000545,M135,-33.87585,151.10469,2024-02-27,4.78,4.62,4.72,4.83,4.87,4.54,G,C,C,C
101196,P1000895,M129,-33.9279519,151.1552776,2023-11-23,5.0,5.0,5.0,5.0,5.0,4.67,G,C,C,C
101199,P1000033,M129,-33.9279519,151.1552776,2024-02-06,4.48,4.5,4.24,4.88,4.85,4.78,G,C,C,C
101210,P1000490,M116,-33.79716,151.06479,2023-11-29,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101214,P1000085,M110,-33.828972923308115,151.2163312332427,2024-03-10,4.85,4.79,4.91,4.91,5.0,5.0,G,C,C,C
101215,P1000911,M133,-33.9410801,151.100121,2023-12-31,4.86,4.71,4.76,4.81,4.86,4.86,G,C,C,C
101216,P1000391,M103,-33.82763,151.08623,2024-03-04,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101221,P1000916,M129,-33.9279519,151.1552776,2024-03-17,5.0,4.67,4.67,4.67,5.0,4.33,G,C,C,C
101225,P1000560,M110,-33.828972923308115,151.2163312332427,2024-01-13,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101226,P1000175,M130,-33.8513269,151.0609753,2024-02-20,4.65,4.56,4.7,4.74,4.74,4.84,G,C,C,C
101234,P1000545,M135,-33.87585,151.10469,2024-02-29,4.81,4.84,4.63,4.84,5.0,4.75,G,C,C,C
101238,P1000002,M131,-33.8388,151.23511,2024-02-25,4.63,4.38,4.75,4.94,4.75,5.0,G,C,C,C
101239,P1000930,M107,-33.75470594557184,151.1497291880052,2024-02-21,4.43,4.29,4.57,4.71,4.43,4.57,G,C,C,C
101240,P1000049,M106,-33.73635045169837,150.71367952034564,2023-11-18,4.82,4.73,4.55,4.91,4.91,4.64,G,C,C,C
101242,P1000545,M114,-33.91571,151.17268,2024-03-03,4.63,4.5,5.0,4.75,5.0,4.38,G,C,C,C
101243,P1000932,M130,-33.8513269,151.0609753,2024-03-09,4.0,3.5,3.5,3.0,3.5,4.0,G,C,C,C
101244,P1000602,M105,-33.79585,151.28527,2023-01-14,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101246,P1000545,M135,-33.87585,151.10469,2024-02-27,4.77,4.69,4.81,4.89,4.91,4.75,G,C,C,C
101251,P1000599,M115,-33.75122,151.25772,2024-01-08,5.0,4.8,5.0,5.0,5.0,5.0,G,C,C,C
101252,P1000938,M118,-33.716291,151.1083268,2024-01-13,5.0,4.93,5.0,5.0,5.0,4.93,G,C,C,C
101260,P1000599,M115,-33.75122,151.25772,2023-07-14,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101264,P1000949,M110,-33.828972923308115,151.2163312332427,2024-02-19,4.96,4.95,4.99,4.92,4.98,4.88,G,C,C,C
101265,P1000085,M110,-33.828972923308115,151.2163312332427,2024-02-12,5.0,4.83,5.0,4.83,5.0,5.0,G,C,C,C
101266,P1000545,M127,-33.8909571,151.1195413,2024-02-24,4.89,4.58,4.89,4.79,4.89,4.79,G,C,C,C
101267,P1000002,M104,-33.864532,151.207611,2024-01-02,4.45,4.41,4.48,4.88,4.71,4.8,G,C,C,C
101270,P1000504,M113,-33.8017879,151.1765299,2023-05-17,4.35,4.45,4.56,4.68,4.81,4.69,G,C,C,C
101271,P1000002,M105,-33.79585,151.28527,2024-02-10,4.44,4.22,4.41,4.44,4.33,4.94,G,C,C,C
101273,P1000569,M128,-33.78071975708008,151.11386108398438,2024-03-07,4.62,4.58,4.5,4.92,4.78,4.62,G,C,C,C
101275,P1000952,M119,-33.88101,151.22511,2023-10-03,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
101279,P1000602,M105,-33.79585,151.28527,2022-09-26,4.25,4.5,4.5,4.5,4.25,4.5,G,C,C,C
101281,P1000956,M116,-33.79716,151.06479,2024-02-12,4.0,4.0,4.0,4.33,4.67,4.33,G,C,C,C
101286,P1000035,M102,-33.89055,151.27523,2024-03-08,4.91,4.72,4.91,4.69,4.91,4.88,G,C,C,C
101287,P1000095,M108,-33.649899388892656,151.2796016585502,2022-11-12,5.0,4.75,5.0,5.0,5.0,5.0,G,C,C,C
101288,P1000002,M104,-33.864532,151.207611,2024-02-20,4.02,4.12,4.21,3.86,4.18,4.66,G,C,C,C
101290,P1000961,M104,-33.864532,151.207611,2024-03-02,4.86,4.74,4.88,4.8,4.95,4.96,G,C,C,C
101292,P1000073,M107,-33.75470594557184,151.1497291880052,2024-02-20,3.6,3.6,4.0,4.6,4.0,4.2,G,C,C,C
101295,P1000965,M120,-33.94157370178417,150.79405669122934,2024-03-11,4.29,4.1,3.94,4.48,4.77,4.39,G,C,C,C
101299,P1000073,M130,-33.8513269,151.0609753,2024-02-13,3.0,3.33,3.33,4.67,4.67,4.67,G,C,C,C
