,serviceid,providerid,timestamp,microcell,latitude,longitude,speed,throughput,bandwidth,coverage,reliability,security,latency,currect_microcell
219,100657,P1000508,2024-03-01,M135,-33.87585,151.10469,4.85,4.95,4.72,4.79,4.92,4.74,4.74,M135
220,100659,P1000095,2024-02-26,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
221,100660,P1000510,2024-02-09,M116,-33.79716,151.06479,4.0,5.0,4.0,5.0,5.0,5.0,4.0,M116
222,100661,P1000511,2023-08-27,M129,-33.9279519,151.1552776,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M129
223,100666,P1000288,2024-03-03,M104,-33.864532,151.207611,4.57,4.59,4.46,4.89,4.91,4.9,4.56,M104
224,100667,P1000273,2023-10-09,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,4.86,5.0,M104
225,100670,P1000049,2024-02-22,M103,-33.82763,151.08623,3.75,3.88,4.0,3.75,4.5,4.0,3.75,M103
226,100673,P1000434,2024-03-13,M104,-33.864532,151.207611,4.93,4.86,4.93,4.86,4.86,4.86,4.79,M104
227,100675,P1000352,2024-01-06,M116,-33.79716,151.06479,5.0,4.5,4.5,5.0,5.0,5.0,4.5,M116
228,100677,P1000520,2024-01-01,M102,-33.89055,151.27523,4.61,4.63,4.53,4.82,4.84,4.93,4.67,M102
229,100680,P1000523,2024-03-14,M104,-33.864532,151.207611,4.33,4.5,4.5,4.83,5.0,4.67,4.33,M104
230,100685,P1000196,2020-03-06,M113,-33.8017879,151.1765299,4.33,4.33,4.0,4.67,5.0,4.67,4.33,M113
231,100687,P1000529,2024-03-05,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
232,100688,P1000530,2024-03-05,M102,-33.89055,151.27523,4.9,5.0,4.9,4.7,4.4,5.0,4.8,M102
233,100690,P1000085,2024-03-03,M130,-33.8513269,151.0609753,4.8,4.93,4.73,4.93,4.93,4.93,4.4,M130
234,100694,P1000048,2019-10-07,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M108
235,100696,P1000273,2023-10-07,M103,-33.82763,151.08623,4.8,4.87,4.87,4.87,5.0,4.87,4.67,M103
236,100698,P1000351,2024-01-09,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M104
237,100700,P1000390,2023-11-26,M125,-33.80662,151.15517,4.79,4.93,5.0,4.64,4.93,5.0,4.71,M125
238,100703,P1000540,2023-07-22,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
239,100706,P1000065,2024-03-06,M122,-33.72719,151.00848,4.43,4.61,4.65,4.52,4.74,4.91,4.3,M122
240,100707,P1000048,2024-02-26,M108,-33.649899388892656,151.2796016585502,4.29,4.35,4.29,4.88,4.76,4.71,4.06,M108
241,100710,P1000048,2023-12-29,M108,-33.649899388892656,151.2796016585502,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M108
242,100711,P1000545,2023-12-09,M127,-33.8909571,151.1195413,4.88,4.88,4.75,5.0,5.0,5.0,4.75,M127
243,100727,P1000560,2024-01-18,M115,-33.75122,151.25772,5.0,5.0,4.67,5.0,4.33,4.67,5.0,M115
244,100730,P1000562,2024-02-13,M112,-34.0380304,151.1166316,4.43,4.14,4.0,4.57,4.86,4.29,4.14,M112
245,100732,P1000564,2023-11-02,M115,-33.75122,151.25772,4.94,4.97,4.94,4.88,5.0,4.88,4.91,M115
246,100737,P1000567,2024-02-24,M130,-33.8513269,151.0609753,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M130
247,100739,P1000569,2024-03-14,M128,-33.78071975708008,151.11386108398438,4.48,4.55,4.73,4.39,4.7,4.76,4.39,M128
248,100744,P1000573,2024-03-04,M110,-33.828972923308115,151.2163312332427,4.78,4.93,4.83,4.85,4.98,4.93,4.73,M110
249,100745,P1000077,2024-02-24,M123,-33.6860173,150.8958334,4.56,4.67,4.67,4.89,4.89,4.56,4.56,M123
250,100746,P1000016,2024-02-04,M138,-33.80839,150.98594,5.0,5.0,5.0,5.0,5.0,5.0,4.67,M138
251,100747,P1000095,2024-03-06,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M108
252,100751,P1000576,2024-03-09,M130,-33.8513269,151.0609753,4.96,5.0,5.0,4.79,5.0,4.92,4.96,M130
253,100752,P1000577,2024-03-05,M136,-33.86999,151.08825,4.75,4.75,4.58,4.83,4.83,4.83,4.75,M136
254,100754,P1000579,2024-03-07,M123,-33.6860173,150.8958334,4.89,4.94,4.94,4.89,4.89,4.83,4.83,M123
255,100755,P1000391,2024-03-12,M117,-33.94207,151.22432,4.83,4.83,4.82,4.8,4.91,4.91,4.67,M117
256,100756,P1000073,2024-03-03,M107,-33.75470594557184,151.1497291880052,3.67,3.33,3.67,4.33,5.0,3.0,3.0,M107
257,100758,P1000580,2024-03-16,M129,-33.9279519,151.1552776,4.8,5.0,4.75,4.75,5.0,4.5,4.75,M129
258,100760,P1000424,2024-02-14,M110,-33.828972923308115,151.2163312332427,4.81,4.88,4.79,4.84,4.87,4.93,4.72,M110
259,100761,P1000016,2023-09-14,M125,-33.80662,151.15517,4.69,4.77,4.62,4.85,4.85,4.92,4.62,M125
260,100766,P1000017,2023-07-20,M102,-33.89055,151.27523,4.7,4.8,4.8,4.9,4.85,5.0,4.55,M102
261,100773,P1000592,2024-01-05,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,4.67,M104
262,100774,P1000593,2024-01-31,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
263,100776,P1000076,2024-02-29,M104,-33.864532,151.207611,4.11,4.44,4.56,3.39,4.28,4.94,4.06,M104
264,100777,P1000595,2024-01-30,M131,-33.8388,151.23511,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M131
265,100778,P1000596,2023-07-15,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M102
266,100781,P1000503,2024-03-03,M102,-33.89055,151.27523,4.33,4.33,4.0,4.67,4.67,5.0,4.0,M102
267,100782,P1000105,2024-01-21,M104,-33.864532,151.207611,5.0,5.0,5.0,4.67,5.0,5.0,5.0,M104
268,100783,P1000599,2024-03-05,M105,-33.79585,151.28527,4.8,4.88,4.9,4.93,4.9,4.93,4.66,M105
269,100786,P1000601,2024-01-01,M109,-33.92552,151.25489,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M109
270,100787,P1000602,2024-01-01,M105,-33.79585,151.28527,5.0,5.0,5.0,4.8,5.0,5.0,5.0,M105
271,100788,P1000603,2024-02-25,M104,-33.864532,151.207611,5.0,5.0,5.0,4.5,5.0,5.0,4.5,M104
272,100791,P1000076,2024-02-17,M102,-33.89055,151.27523,4.68,4.74,4.95,4.95,4.84,4.74,4.32,M102
273,100794,P1000469,2024-03-05,M104,-33.864532,151.207611,5.0,4.94,4.94,4.94,4.94,4.94,4.61,M104
274,100795,P1000608,2024-02-22,M104,-33.864532,151.207611,4.4,4.8,4.8,3.8,4.6,5.0,4.4,M104
275,100798,P1000048,2023-04-21,M105,-33.79585,151.28527,4.5,5.0,3.5,5.0,5.0,5.0,4.5,M105
276,100803,P1000016,2024-02-25,M103,-33.82763,151.08623,4.7,4.9,4.9,4.9,5.0,4.7,4.8,M103
277,100805,P1000615,2024-01-05,M116,-33.79716,151.06479,2.0,2.0,3.0,4.0,3.0,3.0,3.0,M116
278,100822,P1000630,2024-03-09,M138,-33.80839,150.98594,4.93,4.9,4.8,4.83,5.0,4.77,4.9,M138
279,100824,P1000545,2024-03-03,M127,-33.8909571,151.1195413,4.71,4.88,4.83,4.79,5.0,4.79,4.33,M127
280,100828,P1000633,2024-01-04,M104,-33.864532,151.207611,4.79,4.71,4.65,4.77,4.94,4.79,4.6,M104
281,100829,P1000592,2024-01-31,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
282,100830,P1000634,2024-02-17,M114,-33.91571,151.17268,3.0,3.0,3.33,4.33,4.0,4.0,3.0,M114
283,100833,P1000288,2024-02-28,M102,-33.89055,151.27523,4.41,4.27,4.27,4.5,4.73,4.91,4.32,M102
284,100836,P1000638,2024-03-05,M110,-33.828972923308115,151.2163312332427,4.8,4.84,4.79,4.82,4.88,5.0,4.72,M110
285,100837,P1000076,2024-01-01,M104,-33.864532,151.207611,4.83,5.0,4.83,4.83,4.67,4.67,5.0,M104
286,100838,P1000076,2021-05-04,M104,-33.864532,151.207611,5.0,5.0,5.0,4.0,5.0,5.0,5.0,M104
287,100845,P1000193,2024-03-01,M102,-33.89055,151.27523,5.0,5.0,4.82,5.0,5.0,4.94,4.82,M102
288,100848,P1000647,2024-02-20,M113,-33.8017879,151.1765299,4.4,4.2,4.2,4.8,4.6,4.4,4.2,M113
289,100861,P1000659,2024-02-24,M122,-33.72719,151.00848,4.0,4.0,3.5,3.0,4.5,4.5,4.0,M122
290,100862,P1000660,2024-02-29,M121,-34.06962515485486,150.78094538396644,4.56,4.56,4.44,4.89,4.56,4.56,4.56,M121
291,100863,P1000545,2024-02-24,M127,-33.8909571,151.1195413,4.57,4.62,4.67,4.76,4.81,4.52,4.38,M127
292,100865,P1000662,2024-03-02,M135,-33.87585,151.10469,4.0,3.0,3.0,4.0,4.0,4.0,3.0,M135
293,100873,P1000469,2023-02-03,M139,-33.83563,151.14687,4.0,3.0,4.0,5.0,5.0,4.0,4.0,M139
294,100881,P1000048,2024-03-09,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,5.0,4.75,M108
295,100883,P1000523,2024-02-22,M104,-33.864532,151.207611,4.0,4.5,4.5,4.0,4.25,4.5,4.0,M104
296,100892,P1000523,2024-02-16,M104,-33.864532,151.207611,4.0,5.0,4.0,5.0,4.0,5.0,4.0,M104
297,100899,P1000684,2024-03-09,M104,-33.864532,151.207611,4.68,4.7,4.62,4.79,4.85,4.85,4.58,M104
298,100901,P1000095,2024-02-11,M104,-33.864532,151.207611,5.0,4.67,5.0,4.67,5.0,5.0,4.67,M104
299,100904,P1000633,2024-03-16,M104,-33.864532,151.207611,4.4,4.4,4.3,4.9,4.9,4.3,4.3,M104
300,100907,P1000523,2024-02-27,M104,-33.864532,151.207611,4.25,4.38,4.0,4.75,4.75,4.75,4.25,M104
301,100908,P1000077,2024-03-05,M137,-33.88098835077109,151.16864655312318,4.46,4.62,4.85,4.77,4.62,4.62,4.46,M137
302,100909,P1000690,2024-03-04,M104,-33.864532,151.207611,4.87,4.91,4.86,4.9,4.95,4.91,4.78,M104
303,100910,P1000193,2024-03-13,M102,-33.89055,151.27523,4.84,4.79,4.84,4.84,4.89,4.74,4.58,M102
304,100917,P1000288,2024-02-26,M102,-33.89055,151.27523,4.8,4.84,4.7,4.76,4.91,4.99,4.69,M102
305,100922,P1000700,2024-03-08,M104,-33.864532,151.207611,4.69,4.59,4.45,4.84,4.86,4.9,4.53,M104
306,100923,P1000701,2024-03-03,M104,-33.864532,151.207611,4.86,4.86,5.0,5.0,5.0,4.86,4.86,M104
307,100933,P1000710,2024-02-24,M107,-33.75470594557184,151.1497291880052,4.0,4.33,3.33,4.67,4.33,4.67,4.0,M107
308,100936,P1000713,2023-12-24,M104,-33.864532,151.207611,4.3,4.6,3.8,4.1,4.0,4.6,4.0,M104
309,100939,P1000599,2024-02-24,M105,-33.79585,151.28527,4.5,4.67,5.0,5.0,5.0,5.0,4.33,M105
310,100940,P1000002,2024-03-14,M104,-33.864532,151.207611,4.24,4.5,4.31,4.68,4.42,4.79,4.27,M104
311,100942,P1000328,2024-03-02,M104,-33.864532,151.207611,4.69,4.59,4.7,4.58,4.72,4.74,4.6,M104
312,100944,P1000074,2024-02-09,M114,-33.91571,151.17268,4.6,4.6,4.8,4.2,4.0,4.8,3.8,M114
313,100946,P1000718,2024-03-15,M114,-33.91571,151.17268,4.84,4.84,4.95,4.97,4.94,4.95,4.74,M114
314,100947,P1000719,2023-08-30,M104,-33.864532,151.207611,4.43,4.47,4.43,4.5,4.67,4.8,4.4,M104
315,100950,P1000273,2023-07-05,M128,-33.78071975708008,151.11386108398438,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M128
316,100956,P1000638,2024-03-04,M110,-33.828972923308115,151.2163312332427,4.68,4.78,4.73,4.73,4.88,5.0,4.55,M110
317,100959,P1000523,2023-12-19,M104,-33.864532,151.207611,3.75,3.25,4.0,4.25,4.0,5.0,3.75,M104
318,100962,P1000731,2024-03-12,M104,-33.864532,151.207611,4.52,4.61,4.66,4.76,4.82,4.65,4.44,M104
319,100963,P1000732,2023-08-06,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M104
320,100967,P1000735,2024-03-09,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M102
321,100969,P1000732,2024-03-03,M104,-33.864532,151.207611,4.46,4.5,4.75,4.92,4.92,4.67,4.58,M104
322,100971,P1000735,2024-03-07,M102,-33.89055,151.27523,4.79,4.81,4.85,4.89,4.87,4.98,4.67,M102
323,100973,P1000074,2024-01-04,M110,-33.828972923308115,151.2163312332427,4.55,4.36,4.36,3.27,4.64,5.0,4.18,M110
324,100976,P1000741,2024-02-28,M104,-33.864532,151.207611,4.77,4.77,4.92,4.92,4.85,4.77,4.85,M104
325,100977,P1000288,2024-02-28,M114,-33.91571,151.17268,4.51,4.57,4.51,4.89,4.82,4.73,4.49,M114
326,100979,P1000599,2024-03-03,M105,-33.79585,151.28527,4.88,4.8,4.83,4.83,4.98,4.93,4.61,M105
327,100980,P1000469,2024-03-04,M104,-33.864532,151.207611,4.82,4.88,4.82,4.82,4.82,4.88,4.53,M104
328,100981,P1000002,2024-01-26,M105,-33.79585,151.28527,4.67,4.67,4.5,4.75,4.67,4.83,4.25,M105
329,100987,P1000747,2024-03-03,M104,-33.864532,151.207611,4.36,4.4,4.6,4.4,4.6,4.6,4.6,M104
330,100988,P1000573,2024-02-10,M104,-33.864532,151.207611,4.66,4.72,4.64,4.89,4.9,4.94,4.6,M104
331,100989,P1000735,2023-12-11,M102,-33.89055,151.27523,4.96,4.96,4.88,4.88,5.0,5.0,4.83,M102
332,100992,P1000750,2024-03-03,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
333,100994,P1000638,2024-02-29,M110,-33.828972923308115,151.2163312332427,4.81,4.77,4.65,4.94,4.97,4.97,4.71,M110
334,100995,P1000243,2024-03-14,M104,-33.864532,151.207611,4.84,4.92,4.81,4.96,4.96,4.96,4.81,M104
335,100996,P1000545,2024-03-10,M102,-33.89055,151.27523,4.73,4.81,4.62,4.81,4.86,4.9,4.67,M102
336,101002,P1000055,2024-02-25,M119,-33.88101,151.22511,4.7,4.78,4.65,4.78,4.87,4.7,4.39,M119
337,101003,P1000757,2024-01-08,M114,-33.91571,151.17268,4.8,4.6,4.6,4.6,5.0,5.0,4.8,M114
338,101004,P1000713,2024-01-28,M104,-33.864532,151.207611,4.75,4.75,4.75,4.5,4.25,5.0,4.5,M104
339,101007,P1000760,2024-03-04,M102,-33.89055,151.27523,5.0,5.0,4.33,5.0,5.0,5.0,4.67,M102
340,101010,P1000367,2024-02-24,M102,-33.89055,151.27523,4.77,4.62,4.85,4.69,5.0,4.77,4.23,M102
341,101012,P1000763,2024-02-26,M109,-33.92552,151.25489,4.89,5.0,5.0,4.67,4.78,4.89,4.56,M109
342,101019,P1000113,2024-02-06,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,4.67,5.0,5.0,M104
343,101020,P1000503,2024-01-07,M102,-33.89055,151.27523,4.67,4.67,4.67,5.0,5.0,5.0,4.67,M102
344,101021,P1000770,2024-02-26,M137,-33.88098835077109,151.16864655312318,4.97,4.97,4.94,4.97,4.97,4.89,4.86,M137
345,101030,P1000076,2024-01-23,M115,-33.75122,151.25772,4.75,4.75,4.5,5.0,4.5,4.75,5.0,M115
346,101032,P1000690,2024-03-10,M102,-33.89055,151.27523,4.9,5.0,5.0,5.0,5.0,5.0,4.9,M102
347,101035,P1000016,2024-02-18,M103,-33.82763,151.08623,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M103
348,101037,P1000002,2024-01-06,M114,-33.91571,151.17268,4.37,4.42,4.37,4.63,4.58,4.79,4.37,M114
349,101038,P1000783,2024-02-19,M111,-33.88391217035607,150.92970127242728,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M111
350,101039,P1000074,2023-07-31,M104,-33.864532,151.207611,1.0,3.0,1.0,4.0,1.0,4.0,1.0,M104
351,101043,P1000545,2024-03-01,M102,-33.89055,151.27523,4.87,4.87,4.87,4.87,4.91,4.91,4.78,M102
352,101047,P1000790,2024-02-13,M120,-33.94157370178417,150.79405669122934,4.87,4.87,4.92,4.88,4.97,4.59,4.89,M120
353,101053,P1000545,2024-03-11,M102,-33.89055,151.27523,4.77,4.81,4.77,4.88,4.85,4.88,4.81,M102
354,101057,P1000710,2024-02-29,M107,-33.75470594557184,151.1497291880052,3.0,3.25,3.75,3.75,3.5,4.5,3.25,M107
355,101061,P1000002,2024-03-09,M137,-33.88098835077109,151.16864655312318,4.79,4.9,4.73,4.87,4.79,4.94,4.63,M137
356,101062,P1000801,2024-03-12,M102,-33.89055,151.27523,4.59,4.78,4.35,4.95,4.97,4.98,4.63,M102
357,101063,P1000332,2023-10-08,M107,-33.75470594557184,151.1497291880052,4.5,5.0,4.0,4.5,4.5,5.0,5.0,M107
358,101067,P1000464,2021-01-02,M130,-33.8513269,151.0609753,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M130
359,101072,P1000002,2024-02-10,M114,-33.91571,151.17268,4.79,4.79,4.86,4.93,4.82,4.71,4.71,M114
360,101075,P1000763,2024-02-27,M109,-33.92552,151.25489,5.0,5.0,4.92,4.67,4.92,4.83,4.5,M109
361,101077,P1000073,2024-02-17,M104,-33.864532,151.207611,4.44,4.57,4.41,4.76,4.59,4.89,4.44,M104
362,101078,P1000812,2024-03-03,M102,-33.89055,151.27523,4.38,4.71,3.86,4.86,4.86,4.86,4.29,M102
363,101079,P1000710,2024-02-17,M107,-33.75470594557184,151.1497291880052,5.0,5.0,4.0,5.0,3.0,5.0,4.0,M107
364,101081,P1000633,2024-03-02,M104,-33.864532,151.207611,4.88,5.0,4.68,4.88,4.96,4.92,4.72,M104
365,101083,P1000790,2024-03-08,M120,-33.94157370178417,150.79405669122934,4.93,4.96,4.96,4.89,4.94,4.65,4.94,M120
366,101084,P1000815,2024-01-27,M124,-34.01325,150.76437,4.88,4.88,4.63,5.0,4.88,4.88,4.88,M124
367,101090,P1000821,2024-02-29,M102,-33.89055,151.27523,4.62,4.65,4.65,4.74,4.88,4.94,4.38,M102
368,101091,P1000002,2023-12-29,M110,-33.828972923308115,151.2163312332427,4.5,5.0,4.5,3.5,4.5,5.0,5.0,M110
369,101093,P1000823,2024-02-25,M107,-33.75470594557184,151.1497291880052,4.66,4.69,4.45,4.9,4.97,4.86,4.69,M107
370,101094,P1000824,2021-08-07,M121,-34.06962515485486,150.78094538396644,4.89,4.78,4.89,5.0,4.94,4.78,4.5,M121
371,101097,P1000633,2024-01-28,M104,-33.864532,151.207611,4.65,4.42,4.58,4.84,4.74,4.9,4.45,M104
372,101101,P1000830,2024-03-01,M124,-34.01325,150.76437,5.0,5.0,5.0,5.0,5.0,4.5,4.5,M124
373,101102,P1000831,2024-03-11,M125,-33.80662,151.15517,4.86,5.0,4.86,4.57,5.0,5.0,5.0,M125
374,101108,P1000002,2024-02-24,M137,-33.88098835077109,151.16864655312318,4.6,4.71,4.12,4.93,4.43,4.93,4.45,M137
375,101109,P1000837,2024-02-26,M123,-33.6860173,150.8958334,3.0,4.0,3.5,5.0,3.5,5.0,3.5,M123
376,101114,P1000841,2023-12-26,M116,-33.79716,151.06479,4.53,4.58,4.51,4.79,4.81,4.81,4.51,M116
377,101120,P1000569,2024-02-28,M135,-33.87585,151.10469,4.75,4.67,4.58,4.92,4.75,4.83,4.5,M135
378,101121,P1000501,2023-12-03,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M102
379,101122,P1000847,2024-03-10,M103,-33.82763,151.08623,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M103
380,101124,P1000085,2024-03-08,M130,-33.8513269,151.0609753,5.0,5.0,5.0,5.0,5.0,4.75,5.0,M130
381,101131,P1000855,2024-03-03,M132,-33.95896,151.02309,4.64,4.63,4.54,4.82,4.91,4.64,4.57,M132
382,101132,P1000501,2023-12-21,M112,-34.0380304,151.1166316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M112
383,101133,P1000074,2023-10-15,M110,-33.828972923308115,151.2163312332427,4.43,4.79,4.5,4.43,4.29,4.79,4.21,M110
384,101134,P1000710,2024-02-29,M107,-33.75470594557184,151.1497291880052,5.0,4.75,4.75,5.0,5.0,4.75,4.75,M107
385,101135,P1000074,2024-02-09,M110,-33.828972923308115,151.2163312332427,3.33,4.0,3.5,4.0,3.67,4.5,4.0,M110
386,101136,P1000002,2024-03-02,M104,-33.864532,151.207611,4.44,4.53,4.64,4.83,4.61,4.83,4.19,M104
387,101137,P1000856,2024-01-19,M102,-33.89055,151.27523,4.75,4.81,4.38,5.0,5.0,4.94,4.88,M102
388,101139,P1000002,2024-01-22,M104,-33.864532,151.207611,4.26,4.52,4.61,4.48,4.17,4.65,3.74,M104
389,101141,P1000074,2023-12-13,M105,-33.79585,151.28527,4.27,4.27,3.83,4.13,4.63,4.9,4.1,M105
390,101147,P1000074,2024-01-30,M113,-33.8017879,151.1765299,4.0,4.38,4.0,3.38,3.62,4.62,4.08,M113
391,101155,P1000002,2024-02-28,M108,-33.649899388892656,151.2796016585502,4.52,4.52,4.3,4.67,4.0,4.97,4.27,M108
392,101160,P1000048,2024-01-04,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M115
393,101163,P1000049,2024-02-27,M117,-33.94207,151.22432,4.6,4.6,4.8,4.4,4.0,4.4,4.4,M117
394,101170,P1000440,2024-02-22,M125,-33.80662,151.15517,4.64,4.69,4.56,4.86,4.72,4.64,4.5,M125
395,101171,P1000503,2024-03-09,M102,-33.89055,151.27523,4.88,4.88,4.38,5.0,5.0,5.0,4.75,M102
396,101173,P1000701,2024-03-04,M104,-33.864532,151.207611,4.2,4.0,3.7,4.6,4.7,4.9,4.2,M104
397,101175,P1000074,2023-12-31,M110,-33.828972923308115,151.2163312332427,4.17,4.33,4.33,4.33,4.0,4.83,3.83,M110
398,101179,P1000701,2024-02-28,M104,-33.864532,151.207611,4.61,4.67,4.56,4.78,4.94,4.78,4.39,M104
399,101183,P1000595,2024-01-12,M113,-33.8017879,151.1765299,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M113
400,101184,P1000002,2023-08-22,M104,-33.864532,151.207611,4.58,4.5,4.0,3.75,4.75,5.0,4.33,M104
401,101187,P1000890,2024-02-26,M136,-33.86999,151.08825,4.71,4.79,4.79,4.64,4.86,4.71,4.64,M136
402,101189,P1000892,2024-02-26,M128,-33.78071975708008,151.11386108398438,4.5,4.5,4.75,5.0,4.75,4.75,4.5,M128
403,101190,P1000560,2023-12-27,M129,-33.9279519,151.1552776,4.57,4.71,5.0,5.0,5.0,5.0,4.57,M129
404,101191,P1000074,2024-01-01,M110,-33.828972923308115,151.2163312332427,4.33,4.33,4.67,4.33,4.67,5.0,4.0,M110
405,101194,P1000710,2024-02-21,M107,-33.75470594557184,151.1497291880052,4.0,4.0,3.5,4.0,4.0,4.0,4.0,M107
406,101195,P1000545,2024-02-27,M135,-33.87585,151.10469,4.78,4.76,4.72,4.83,4.87,4.54,4.62,M135
407,101196,P1000895,2023-11-23,M129,-33.9279519,151.1552776,5.0,5.0,5.0,5.0,5.0,4.67,5.0,M129
408,101199,P1000033,2024-02-06,M129,-33.9279519,151.1552776,4.48,4.7,4.24,4.88,4.85,4.78,4.5,M129
409,101210,P1000490,2023-11-29,M116,-33.79716,151.06479,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M116
410,101214,P1000085,2024-03-10,M110,-33.828972923308115,151.2163312332427,4.85,4.82,4.91,4.91,5.0,5.0,4.79,M110
411,101215,P1000911,2023-12-31,M133,-33.9410801,151.100121,4.86,4.86,4.76,4.81,4.86,4.86,4.71,M133
412,101216,P1000391,2024-03-04,M103,-33.82763,151.08623,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M103
413,101221,P1000916,2024-03-17,M129,-33.9279519,151.1552776,5.0,4.67,4.67,4.67,5.0,4.33,4.67,M129
414,101225,P1000560,2024-01-13,M110,-33.828972923308115,151.2163312332427,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M110
415,101226,P1000175,2024-02-20,M130,-33.8513269,151.0609753,4.65,4.77,4.7,4.74,4.74,4.84,4.56,M130
416,101234,P1000545,2024-02-29,M135,-33.87585,151.10469,4.81,4.84,4.63,4.84,5.0,4.75,4.84,M135
417,101238,P1000002,2024-02-25,M131,-33.8388,151.23511,4.63,4.56,4.75,4.94,4.75,5.0,4.38,M131
418,101239,P1000930,2024-02-21,M107,-33.75470594557184,151.1497291880052,4.43,4.71,4.57,4.71,4.43,4.57,4.29,M107
419,101240,P1000049,2023-11-18,M106,-33.73635045169837,150.71367952034564,4.82,4.45,4.55,4.91,4.91,4.64,4.73,M106
420,101242,P1000545,2024-03-03,M114,-33.91571,151.17268,4.63,4.88,5.0,4.75,5.0,4.38,4.5,M114
421,101243,P1000932,2024-03-09,M130,-33.8513269,151.0609753,4.0,4.0,3.5,3.0,3.5,4.0,3.5,M130
422,101244,P1000602,2023-01-14,M105,-33.79585,151.28527,5.0,4.67,5.0,5.0,5.0,5.0,5.0,M105
423,101246,P1000545,2024-02-27,M135,-33.87585,151.10469,4.77,4.84,4.81,4.89,4.91,4.75,4.69,M135
424,101251,P1000599,2024-01-08,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,4.8,M115
425,101252,P1000938,2024-01-13,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,4.93,4.93,M118
426,101260,P1000599,2023-07-14,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M115
427,101264,P1000949,2024-02-19,M110,-33.828972923308115,151.2163312332427,4.96,4.98,4.99,4.92,4.98,4.88,4.95,M110
428,101265,P1000085,2024-02-12,M110,-33.828972923308115,151.2163312332427,5.0,5.0,5.0,4.83,5.0,5.0,4.83,M110
429,101266,P1000545,2024-02-24,M127,-33.8909571,151.1195413,4.89,4.89,4.89,4.79,4.89,4.79,4.58,M127
430,101267,P1000002,2024-01-02,M104,-33.864532,151.207611,4.45,4.7,4.48,4.88,4.71,4.8,4.41,M104
431,101270,P1000504,2023-05-17,M113,-33.8017879,151.1765299,4.35,4.38,4.56,4.68,4.81,4.69,4.45,M113
432,101271,P1000002,2024-02-10,M105,-33.79585,151.28527,4.44,4.5,4.41,4.44,4.33,4.94,4.22,M105
433,101273,P1000569,2024-03-07,M128,-33.78071975708008,151.11386108398438,4.62,4.74,4.5,4.92,4.78,4.62,4.58,M128
434,101275,P1000952,2023-10-03,M119,-33.88101,151.22511,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M119
435,101279,P1000602,2022-09-26,M105,-33.79585,151.28527,4.25,4.25,4.5,4.5,4.25,4.5,4.5,M105
436,101281,P1000956,2024-02-12,M116,-33.79716,151.06479,4.0,4.33,4.0,4.33,4.67,4.33,4.0,M116
437,101286,P1000035,2024-03-08,M102,-33.89055,151.27523,4.91,4.88,4.91,4.69,4.91,4.88,4.72,M102
